Mouse ID,Date,Weight,Baited Arms Retrieved,Reference Memory Errors,Working Memory Errors,Other Notes,Start Time,End Time,Video Length,File,FPS,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,bin,range(f),Distance,Center,ArmA,ArmB,ArmC,ArmD,ArmE,ArmF,ArmG,ArmH,avg_velocity,peak_velocity
79,7/26/2019,22,4,3,1,"Retrieved bait from A,D,F,C",7/26/2019 10:13,7/26/2019 10:14,0:01:04,2019_07_26_N79_ACDF_EB1_Trial1.avi,30,99.9,TRUE,0.95,20,0,all,"(0, 1909)",3001.057272,0.084816754,0.267539267,0.032460733,0.069633508,0.217801047,0.071727749,0.185863874,0.072251309,0,0,0
98,7/27/2019,21,4,2,0,"Retrieved bait from C,D,A,F",,,,,,,,,,,,,,,,,,,,,,,0,0
90,7/27/2019,21,4,3,1,"Retrieved bait from C,D,A,F",,,,,,,,,,,,,,,,,,,,,,,0,0
85,7/30/2019,17,4,3,1,"Retrieved bait from C,A,F,D",,,,,,,,,,,,,,,,,,,,,,,0,0
87,7/30/2019,17,4,3,2,"Retrieved bait from D,F,C,A",,,,,,,,,,,,,,,,,,,,,,,0,0
98,7/30/2019,21,4,3,2,"Retrieved bait from C,D,A,F",,,,,,,,,,,,,,,,,,,,,,,0,0
82,7/30/2019,20,4,5,0,"Retrieved bait from D,F,H,B",,,,,,,,,,,,,,,,,,,,,,,0,0
83,7/30/2019,22,4,1,1,"Retrieved bait from B,H,D,F",,,,,,,,,,,,,,,,,,,,,,,0,0
86,7/30/2019,17,4,4,1,"Retrieved bait from D,C,A,F",,,,,,,,,,,,,,,,,,,,,,,0,0
80,7/30/2019,21,4,2,1,"Retrieved bait from C,A,F,D",,,,,,,,,,,,,,,,,,,,,,,0,0
78,7/30/2019,21,4,2,2,"Retrieved bait from D,F,C,A",,,,,,,,,,,,,,,,,,,,,,,0,0
84,7/30/2019,19,4,6,0,"Retrieved bait from F,D,B,H",,,,,,,,,,,,,,,,,,,,,,,0,0
79,7/30/2019,21,4,4,0,"Retrieved bait from A,C,D,F",,,,,,,,,,,,,,,,,,,,,,,0,0
81,7/30/2019,22,4,4,3,"Retrieved bait from F,H,D,B",,,,,,,,,,,,,,,,,,,,,,,0,0
81,8/1/2019,21,4,3,0,"Received Bait From Arms B, D, F, H",,,,,,,,,,,,,,,,,,,,,,,0,0
83,8/1/2019,21,4,1,0,"Received Bait From Arms D, F, H, B",,,,,,,,,,,,,,,,,,,,,,,0,0
82,8/1/2019,20,4,1,0,"Received Bait From Arms D, F, H, B",,,,,,,,,,,,,,,,,,,,,,,0,0
78,8/1/2019,20,4,5,1,"Received Bait From Arms C, A, D, F",,,,,,,,,,,,,,,,,,,,,,,0,0
87,8/1/2019,16,4,3,1,"Received Bait From Arms C, F, A, D",,,,,,,,,,,,,,,,,,,,,,,0,0
84,8/1/2019,19,4,2,0,"Received Bait From Arms D, B, H, F",,,,,,,,,,,,,,,,,,,,,,,0,0
86,8/1/2019,16,4,4,0,"Received Bait From Arms D, C, A, F",,,,,,,,,,,,,,,,,,,,,,,0,0
80,8/1/2019,20,4,4,1,"Received Bait From Arms D, C, F, A",,,,,,,,,,,,,,,,,,,,,,,0,0
90,8/1/2019,20,4,1,1,"Received Bait From Arms C, D, F, A",,,,,,,,,,,,,,,,,,,,,,,0,0
85,8/1/2019,16,4,1,0,"Received Bait From Arms D, C, A, F",,,,,,,,,,,,,,,,,,,,,,,0,0
147,8/4/2019,24,1,21,25,First run. Received bait from arm C   ,8/4/2019 16:11,8/4/2019 16:21,0:10:00,2019_08_04_N147_BCEG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 17999)",23543.97268,0.158277778,0.045277778,0.068777778,0.135222222,0.162611111,0.150388889,0.088333333,0.108666667,0.084888889,0,0
150,8/4/2019,20,1,21,18,First run. Received bait from arm A,8/4/2019 13:46,8/4/2019 13:56,0:10:00,2019_08_04_N150_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 17998)",20888.6328,0.10556142,0.285738097,0.053502972,0.166231457,0.047724874,0.080448914,0.082504584,0.102005667,0.078504361,0,0
154,8/4/2019,18,4,13,9,"First run. Received bait from arms G, A, F, B ",8/4/2019 15:20,8/4/2019 15:26,0:05:52,2019_08_04_N154_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 10568)",13588.90788,0.115337307,0.152048444,0.09773867,0.056675182,0.013435519,0.117891948,0.132557479,0.214779071,0.101144858,0,0
151,8/4/2019,23,2,28,22,"First run. Received bait from arms B, A",8/4/2019 14:10,8/4/2019 14:20,0:09:47,2019_08_04_N151_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 17614)",28685.13703,0.144535907,0.048367868,0.165370423,0.064206642,0.073460119,0.08453023,0.064320182,0.257110417,0.099347147,0,0
153,8/4/2019,18,4,28,17,"First run. Received bait from arms G, A, F, B ",8/4/2019 14:58,8/4/2019 15:08,0:10:00,2019_08_04_N153_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 17998)",22587.63906,0.165120284,0.144396911,0.068948275,0.076726485,0.075059726,0.108617145,0.089004945,0.145008056,0.130340574,0,0
152,8/4/2019,24,0,30,19,First run. Received no bait from arms  ,8/4/2019 14:34,8/4/2019 14:44,0:10:00,2019_08_04_N152_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 17999)",27898.27514,0.147222222,0.037722222,0.133111111,0.242444444,0.069055556,0.039555556,0.100055556,0.0915,0.141055556,0,0
157,8/4/2019,13,4,9,3,"First run. Received bait from arms E, G, B, C",8/4/2019 15:49,8/4/2019 15:57,0:08:30,2019_08_04_N157_BCEG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 15314)",9506.092563,0.075350963,0.054782893,0.136728697,0.02474698,0.216585047,0.251975188,0.053607574,0.142082925,0.045772119,0,0
148,8/4/2019,23,3,32,18,"First run. Received bait from arms B, E, C  ",8/4/2019 16:33,8/4/2019 16:43,0:09:45,2019_08_04_N148_BCEG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 17543)",29988.89866,0.139363885,0.071420429,0.100661195,0.129160967,0.159541724,0.069425445,0.079514364,0.111890105,0.140788874,0,0
149,8/4/2019,18,0,21,21,"First run, only explored the maze. ",8/4/2019 13:10,8/4/2019 13:20,0:10:00,2019_08_04_N149_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 17998)",22839.70767,0.185676982,0.105228068,0.074504139,0.094727485,0.048002667,0.160675593,0.124840269,0.114673037,0.094894161,0,0
155,8/4/2019,15,4,17,8,"First run. Received bait from arms G, E, B, C",8/4/2019 15:35,8/4/2019 15:40,0:05:25,2019_08_04_N155_BCEG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 9750)",14267.87252,0.120192801,0.064198544,0.13331966,0.046456774,0.043380166,0.152189519,0.134345195,0.202440775,0.10501487,0,0
153,8/5/2019,17,4,14,4,"Second Run. Received Bait From Arm(s) A, G, F, B",8/5/2019 13:28,8/5/2019 13:33,0:04:32,2019_08_05_N153_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 8171)",11175.55956,0.104625551,0.111355849,0.059104258,0.106705825,0.094836025,0.240944689,0.142315223,0.065589819,0.075012237,0,0
154,8/5/2019,17,4,11,9,"Second Run. Received Bait From Arm(s) G, A, B, F",8/5/2019 13:40,8/5/2019 13:46,0:06:03,2019_08_05_N154_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 10894)",11487.9153,0.109407985,0.16906838,0.111519045,0.074621386,0.0639743,0.108857274,0.04552547,0.231206976,0.087563102,0,0
147,8/5/2019,25,0,17,17,Second Run. Received Bait From Arm(s) ,8/5/2019 14:03,8/5/2019 14:13,0:10:00,2019_08_05_N147_BCEG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 17998)",19116.10826,0.1170065,0.067059281,0.070670593,0.06383688,0.11211734,0.36168676,0.054947497,0.092282905,0.062336796,0,0
157,8/5/2019,14,4,5,0,"Second Run. Received Bait From Arm(s) E, B, C, G ",8/5/2019 14:45,8/5/2019 14:51,0:05:20,2019_08_05_N157_BCEG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 9608)",5113.064891,0.100530752,0.165365803,0.180143615,0.121240504,0.051722344,0.169112291,0.135185763,0.078364034,0,0,0
148,8/5/2019,23,3,18,24,"Second Run. Received Bait From Arm(s) E, G, C ",8/5/2019 14:24,8/5/2019 14:33,0:09:30,2019_08_05_N148_BCEG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 17101)",22232.49497,0.093205473,0.105426266,0.117705532,0.19886563,0.072213776,0.15957198,0.039059759,0.132499123,0.083323588,0,0
149,8/5/2019,25,0,24,22,Second Run. Received Bait From Arm(s)  ,8/5/2019 12:07,8/5/2019 12:17,0:10:00,2019_08_05_N149_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 17998)",24992.64918,0.154453025,0.199122173,0.126062559,0.123729096,0.083615756,0.069892772,0.07161509,0.065392522,0.108506028,0,0
150,8/5/2019,19,4,14,12,"Second Run. Received Bait From Arm(s) A, G, F, B",8/5/2019 12:32,8/5/2019 12:39,0:06:47,2019_08_05_N150_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 12210)",13481.99104,0.095487675,0.312341332,0.079436574,0.073540251,0.043157809,0.080583081,0.116206699,0.132749161,0.070755876,0,0
152,8/5/2019,25,1,26,19,Second Run. Received Bait From Arm(s) F,8/5/2019 13:06,8/5/2019 13:16,0:09:34,2019_08_05_N152_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 17217)",23578.29022,0.139040539,0.096120339,0.092170984,0.068649088,0.184400046,0.086479266,0.160355442,0.064641654,0.11145313,0,0
151,8/5/2019,23,4,26,28,"Second Run. Received Bait From Arm(s) B, A, G, F",8/5/2019 12:47,8/5/2019 12:56,0:08:25,2019_08_05_N151_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 15153)",25611.083,0.179292596,0.156922265,0.174607364,0.065725221,0.04012142,0.100171572,0.082288505,0.122673881,0.080902732,0,0
149,8/6/2019,24,0,19,14,Third Run. Received Bait From Arm(s) ,8/6/2019 14:47,8/6/2019 14:56,0:08:19,2019_08_06_N149_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 14960)",18584.62129,0.096718134,0.128133146,0.073190295,0.070382996,0.152262549,0.263685583,0.042510527,0.057081746,0.056881225,0,0
157,8/6/2019,14,4,7,3,"Third Run. Received Bait From Arm(s) E, B, G, C",8/6/2019 18:37,8/6/2019 18:47,0:10:00,2019_08_06_N157_BCEG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 17994)",8233.169243,0.062128369,0.044290081,0.203167547,0.03306474,0.068963601,0.130425118,0.100583495,0.301694915,0.05657127,0,0
154,8/6/2019,16,4,5,2,"Third Run. Received Bait From Arm(s) G, B, A, F ",8/6/2019 17:50,8/6/2019 17:53,0:03:38,2019_08_06_N154_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 6529)",4751.359239,0.065084227,0.208728943,0.220061256,0.045941807,0.070290965,0.058958652,0.062327718,0.194793262,0.075191424,0,0
148,8/6/2019,22,4,5,4,"Third Run. Received Bait From Arm(s) C, B, E, G ",8/6/2019 18:28,8/6/2019 18:31,0:02:39,2019_08_06_N148_BCEG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 4781)",6592.462864,0.066081138,0.06336261,0.280844835,0.081764952,0.13258051,0.206608114,0,0.164784609,0.005437056,0,0
150,8/6/2019,19,4,3,1,"Third Run. Received Bait From Arm(s) A, F, B, G ",8/6/2019 17:05,8/6/2019 17:07,0:02:35,2019_08_06_N150_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 4644)",4441.979464,0.069321851,0.356081808,0.15780409,0,0.049300323,0.108934338,0.141011841,0.066738428,0.051453175,0,0
147,8/6/2019,24,1,15,15,Third Run. Received Bait From Arm(s) E,8/6/2019 18:03,8/6/2019 18:12,0:09:48,2019_08_06_N147_BCEG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 17637)",15395.19696,0.099387686,0.093151151,0.121782515,0.031125978,0.057943077,0.434913255,0.035831727,0.071323279,0.056355596,0,0
151,8/6/2019,22,4,6,4,"Third Run. Received Bait From Arm(s) A, F, B, G",8/6/2019 17:13,8/6/2019 17:16,0:03:10,2019_08_06_N151_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 5708)",6759.361923,0.080574531,0.317393589,0.16692941,0.187423367,0,0,0.128393764,0.046417937,0.074443861,0,0
153,8/6/2019,16,4,2,1,"Third Run. Received Bait From Arm(s) A, B, G, F ",8/6/2019 17:44,8/6/2019 17:45,0:01:10,2019_08_06_N153_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 2096)",2973.116798,0.0691464,0.276108727,0.247973295,0,0.08297568,0,0.145445875,0.120171674,0.060562709,0,0
152,8/6/2019,24,0,25,15,Third Run. Received Bait From Arm(s)  ,8/6/2019 17:23,8/6/2019 17:33,0:09:59,2019_08_06_N152_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 17979)",23139.58027,0.139933259,0.105839822,0.073470523,0.091212458,0.201501669,0.148387097,0.109176863,0.088042269,0.043826474,0,0
152,8/7/2019,24,0,20,21,Fourth Run. Received Bait From Arm(s) ,8/7/2019 11:57,8/7/2019 12:07,0:09:59,2019_08_07_N152_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 17973)",23536.24624,0.112106376,0.082341159,0.13358184,0.082452431,0.075331034,0.254534327,0.103260265,0.104372983,0.05329921,0,0
147,8/7/2019,24,0,28,19,Fourth Run. Received Bait From Arm(s) ,8/7/2019 14:02,8/7/2019 14:12,0:09:57,2019_08_07_N147_BCEG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 17921)",22470.69888,0.125097645,0.083417029,0.063050999,0.052226314,0.287133132,0.197857382,0.05903359,0.055629952,0.081464122,0,0
148,8/7/2019,22,4,2,3,"Fourth Run. Received Bait From Arm(s) B, C, E, G",8/7/2019 14:23,8/7/2019 14:24,0:01:44,2019_08_07_N148_BCEG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 3114)",4174.839904,0.084751204,0,0.25682183,0.397431782,0,0.116853933,0,0.069662921,0.075120385,0,0
150,8/7/2019,19,4,8,3,"Fourth Run. Received Bait From Arm(s) B, F, G,  A  ",8/7/2019 11:40,8/7/2019 11:43,0:03:26,2019_08_07_N150_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 6168)",7616.298417,0.062084617,0.059004701,0.098719403,0.077322094,0.079267304,0.101637218,0.220943427,0.115415789,0.186902253,0,0
153,8/7/2019,18,4,13,3,"Fourth Run. Received Bait From Arm(s) B, F, G,  A",8/7/2019 12:19,8/7/2019 12:27,0:08:19,2019_08_07_N153_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 14976)",10758.22591,0.049142018,0.022901783,0.256393136,0.086666222,0.176136743,0.219803699,0.094544969,0.041196501,0.054216465,0,0
157,8/7/2019,15,4,13,6,"Fourth Run. Received Bait From Arm(s) E, G, C, B ",8/7/2019 14:31,8/7/2019 14:35,0:03:20,2019_08_07_N157_BCEG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 5989)",10509.11513,0.118864775,0.051252087,0.054924875,0.119866444,0.121368948,0.151085142,0.074958264,0.161268781,0.148914858,0,0
149,8/7/2019,23,0,40,20,Fourth Run. Received Bait From Arm(s)  ,8/7/2019 11:16,8/7/2019 11:26,0:10:00,2019_08_07_N149_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 17998)",28622.12566,0.176120896,0.085671426,0.041224512,0.108728263,0.111672871,0.160842269,0.093616312,0.084504695,0.140507806,0,0
151,8/7/2019,23,4,7,2,"Fourth Run. Received Bait From Arm(s) G, A, B, F",8/7/2019 11:50,8/7/2019 11:51,0:01:29,2019_08_07_N151_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 2664)",5698.36229,0.115196998,0.170356473,0.122326454,0.141463415,0.064540338,0.087804878,0.156472795,0.061163227,0.084427767,0,0
154,8/7/2019,18,4,2,0,"Fourth Run. Received Bait From Arm(s) A, B, G, F ",8/7/2019 13:52,8/7/2019 13:54,0:01:40,2019_08_07_N154_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 3004)",2561.607993,0.090848586,0.122795341,0.227620632,0,0,0.0718802,0.129783694,0.251913478,0.106489185,0,0
148,8/8/2019,22,4,1,0,"Fifth Run. Received Bait From Arm(s) C, B, E, G ",8/8/2019 15:49,8/8/2019 15:51,0:01:46,2019_08_08_N148_BCEG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 3188)",2625.322714,0.031357792,0.035434305,0.682659141,0.060834117,0,0.119786767,0,0.070241455,0,0,0
152,8/8/2019,23,4,6,3,"Fifth Run. Received Bait From Arm(s) A, B, F, G",8/8/2019 14:55,8/8/2019 14:58,0:02:44,2019_08_08_N152_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 4930)",6030.978407,0.112350436,0.203812614,0.124923951,0.032447779,0.072601906,0.227134455,0.143581424,0.060028392,0.024133036,0,0
154,8/8/2019,17,4,8,2,"Fifth Run. Received Bait From Arm(s) A, G, B, F",8/8/2019 15:16,8/8/2019 15:19,0:03:30,2019_08_08_N154_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 6312)",5664.890447,0.061302075,0.180896563,0.1490575,0.058926026,0.093933154,0.124188183,0.057341993,0.225249485,0.052748297,0,0
151,8/8/2019,22,4,2,1,"Fifth Run. Received Bait From Arm(s) A, B, G, F",8/8/2019 14:44,8/8/2019 14:46,0:02:01,2019_08_08_N151_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 3625)",3240.466563,0.037506895,0.117484832,0.525648097,0,0,0.037782681,0.046607832,0.145063431,0.090733591,0,0
157,8/8/2019,13,4,1,0,"Fifth Run. Received Bait From Arm(s) B, G, E, C",8/8/2019 16:13,8/8/2019 16:15,0:01:14,2019_08_08_N157_BCEG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 2208)",2014.781429,0.045269353,0,0.188773201,0.222272522,0.046627433,0.245359891,0,0.252602988,0,0,0
153,8/8/2019,17,4,7,2,"Fifth Run. Received Bait From Arm(s) B, F, G, A",8/8/2019 15:08,8/8/2019 15:10,0:01:07,2019_08_08_N153_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 2005)",5060.634757,0.097208375,0.128115653,0.241774676,0.070289133,0,0.118145563,0.14556331,0.126121635,0.074277168,0,0
147,8/8/2019,24,4,21,19,"Fifth Run. Received Bait From Arm(s) G, C, B, E",8/8/2019 15:56,8/8/2019 16:04,0:07:12,2019_08_08_N147_BCEG_EB1_Trial2.avi,30,99.9,TRUE,1,60,0,all,"(0, 12947)",19264.09256,0.147049737,0.066573988,0.102332407,0.15716713,0.084569045,0.199335805,0.113144887,0.083487797,0.049582947,0,0
147,8/8/2019,24,1,34,12,Fifth Run. Received Bait From Arm(s) E,8/8/2019 15:56,8/8/2019 16:04,0:07:12,2019_08_08_N147_BCEG_EB1_Trial2.avi,30,99.9,TRUE,1,60,0,all,"(0, 12947)",19264.09256,0.147049737,0.066573988,0.102332407,0.15716713,0.084569045,0.199335805,0.113144887,0.083487797,0.049582947,0,0
150,8/8/2019,18,4,6,3,"Fifth Run. Received Bait From Arm(s) B, G, A, F",8/8/2019 14:36,8/8/2019 14:38,0:02:07,2019_08_08_N150_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 3822)",5991.282275,0.125555846,0.129741041,0.221292179,0.086581219,0.031388962,0.164007324,0.049960764,0.143604499,0.049699189,0,0
149,8/8/2019,22,3,24,14,"Fifth Run. Received Bait From Arm(s) A, G, F  ",8/8/2019 14:12,8/8/2019 14:22,0:10:00,2019_08_08_N149_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 17998)",19623.20882,0.101783432,0.145563642,0.042446803,0.082726818,0.077782099,0.111728429,0.090949497,0.126118118,0.223123507,0,0
157,8/9/2019,14,4,4,4,"Received Bait From Arm(s) E, B, G, C",8/9/2019 14:04,8/9/2019 14:05,0:01:16,2019_08_09_N157_BCEG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 2271)",5170.572978,0.094190141,0,0.225792254,0.079225352,0.108714789,0.223591549,0.091549296,0.177376761,0,0,0
147,8/9/2019,23,1,16,19,Received Bait From Arm(s) E ,8/9/2019 13:35,8/9/2019 13:45,0:10:00,2019_08_09_N147_BCEG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 17999)",16926.37066,0.109333333,0.056222222,0.130777778,0.049777778,0.0485,0.462666667,0.046111111,0.069222222,0.030111111,0,0
154,8/9/2019,17,4,4,1,"Received Bait From Arm(s) G, A, F, B",8/9/2019 13:27,8/9/2019 13:28,0:01:32,2019_08_09_N154_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 2748)",3659.974155,0.065478356,0.199345216,0.05893052,0,0.041469625,0.049836304,0.207711895,0.303383048,0.076027646,0,0
150,8/9/2019,18,4,1,1,"Received Bait From Arm(s) F, G, A, B",8/9/2019 12:59,8/9/2019 13:01,0:01:20,2019_08_09_N150_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 2404)",2703.103708,0.069022869,0.235758836,0.096881497,0,0,0.057380457,0.328066528,0.215384615,0,0,0
148,8/9/2019,22,4,2,2,"Received Bait From Arm(s) C, B, E, G ",8/9/2019 13:56,8/9/2019 13:59,0:02:33,2019_08_09_N148_BCEG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 4585)",3947.607738,0.043829045,0.155909289,0.209332752,0.416484954,0.040994331,0.093109464,0,0.041648495,0,0,0
151,8/9/2019,21,4,1,1,"Received Bait From Arm(s) B, G, F, A",8/9/2019 13:07,8/9/2019 13:08,0:00:49,2019_08_09_N151_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 1481)",2362.222207,0.09851552,0.173414305,0.339406208,0,0,0,0.165991903,0.221997301,0.001349528,0,0
152,8/9/2019,21,4,6,0,"Received Bait From Arm(s) A, B, G, F",8/9/2019 13:13,8/9/2019 13:14,0:01:27,2019_08_09_N152_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 2610)",3842.439525,0.116430486,0.125622367,0.168517809,0.104557641,0.058598238,0.052087323,0.098046725,0.234775948,0.044044427,0,0
153,8/9/2019,18,4,3,2,"Received Bait From Arm(s) A, G, F, B",8/9/2019 13:21,8/9/2019 13:22,0:01:26,2019_08_09_N153_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 2589)",3779.373218,0.074517375,0.282625483,0.070656371,0.057915058,0,0.086100386,0.157142857,0.272586873,0,0,0
149,8/9/2019,21,4,5,3,"Received Bait From Arm(s) G, F, A, B",8/9/2019 12:47,8/9/2019 12:50,0:03:07,2019_08_09_N149_ABFG_EB1_Trial1.avi,30,99.9,TRUE,1,60,0,all,"(0, 5601)",6249.717455,0.064976794,0.176187076,0.079257408,0.049982149,0.113887897,0.07372367,0.183862906,0.174759015,0.086219207,0,0
82,8/26/2019,24,4,9,3,First run in a couple weeks,8/26/2019 9:18,8/26/2019 9:20,0:01:46,2019_08_26_N82_BDFH_EB1_Trial1.avi,30,99.99,TRUE,0.95,85,0,all,"(0, 3190)",8436.443347,0.137887809,0.046067064,0.120338452,0.105922908,0.068630523,0.091507364,0.152303353,0.1313068,0.149796302,0,0
82,8/28/2019,26,4,10,8,,,,,,,,,,,,,,,,,,,,,,,,0,0
83,8/28/2019,27,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,0,0
83,9/3/2019,26,4,4,1,,9/3/2019 8:15,9/3/2019 8:16,0:00:51,2019_09_03_N83_BDFH_EB1_Trial1.avi,30,99.9,TRUE,0.95,85,0,all,"(0, 1522)",3575.740746,0.152987525,0,0.215364412,0,0.18910046,0.138542351,0.076822062,0.063033487,0.168745896,0,0
80,9/3/2019,25,4,3,1,,9/3/2019 8:37,9/3/2019 8:38,0:00:42,2019_09_03_N80_ACDF_EB1_Trial1.avi,30,99.9,TRUE,0.95,85,0,all,"(0, 1245)",3519.595197,0.14847512,0.108346709,0.063402889,0.168539326,0.199839486,0.068218299,0.174157303,0,0.070626003,0,0
78,9/3/2019,23,4,13,5,,9/3/2019 8:28,9/3/2019 8:30,0:02:01,2019_09_03_N78_ACDF_EB1_Trial1.avi,30,99.9,TRUE,0.95,85,0,all,"(0, 3616)",9986.690949,0.165053912,0.114459497,0.115012441,0.082112248,0.181642245,0.140447885,0.044235554,0.06248272,0.096212331,0,0
82,9/3/2019,25,4,3,0,,9/3/2019 8:04,9/3/2019 8:05,0:01:54,2019_09_03_N82_BDFH_EB1_Trial1.avi,30,99.9,TRUE,0.95,85,0,all,"(0, 3405)",3622.613923,0.044920728,0.213153259,0.049324721,0,0.064885496,0.315619495,0.099236641,0.08103347,0.133881386,0,0
78,9/5/2019,20,4,11,3,,9/5/2019 8:02,9/5/2019 8:04,0:01:59,2019_09_05_N78_ACDF_EB1_Trial1.avi,30,99.9,TRUE,0.95,85,0,all,"(0, 3568)",7712.512101,0.124964976,0.047352199,0.118520594,0.086298683,0.25385262,0.066685346,0.167273746,0.033062482,0.104230877,0,0
80,9/5/2019,22,4,2,0,,9/5/2019 8:14,9/5/2019 8:15,0:00:28,2019_09_05_N80_ACDF_EB1_Trial1.avi,30,99.9,TRUE,0.95,85,0,all,"(0, 829)",2574.234181,0.146987952,0.207228916,0.085542169,0.177108434,0.140963855,0,0.210843373,0,0.031325301,0,0
80,9/6/2019,21,4,3,0,,9/6/2019 15:33,9/6/2019 15:35,0:01:42,2019_09_06_N80_ACDF_EB1_Trial1.avi,30,99.9,TRUE,0.95,85,0,all,"(0, 3056)",2766.946528,0.048086359,0.304546941,0.162904809,0.133791299,0.142296369,0,0.089957475,0.007850834,0.111874387,0,0
78,9/6/2019,19,4,6,0,,9/6/2019 15:18,9/6/2019 15:20,0:01:57,2019_09_06_N78_ACDF_EB1_Trial1.avi,30,99.9,TRUE,0.95,85,0,all,"(0, 3507)",4716.109603,0.127423033,0.06613455,0.108893957,0.122576967,0.082668187,0.185005701,0.20695553,0.039053592,0.063283922,0,0
82,9/10/2019,25,4,4,0,,9/10/2019 8:15,9/10/2019 8:18,0:03:14,2019_09_10_N82_BDFH_EB1_Trial1.avi,30,99.9,TRUE,0.95,85,0,all,"(0, 5830)",4068.406285,0.024181101,0.139427199,0.085748585,0.04424627,0.047676213,0.012862288,0.475390156,0.1090722,0.062253473,0,0
80,9/10/2019,26,4,1,0,,9/10/2019 8:06,9/10/2019 8:07,0:00:28,2019_09_10_N80_ACDF_EB1_Trial1.avi,30,99.9,TRUE,0.95,85,0,all,"(0, 831)",1867.564396,0.137019231,0.197115385,0,0.192307692,0.155048077,0,0.224759615,0,0.096153846,0,0
